Country,Salary,YearsCodedJob,OpenSource,Hobby,CompanySizeNumber,Remote,CareerSatisfaction,Data_scientist,Database_administrator,Desktop_applications_developer,Developer_with_stats_math_background,DevOps,Embedded_developer,Graphic_designer,Graphics_programming,Machine_learning_specialist,Mobile_developer,Quality_assurance_engineer,Systems_administrator,Web_developer
United States,130000,6,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,8809.279107,4,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,65000,13,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,73800,3,1,1,10000,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
India,12626.63339,1,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,16,1,1,10,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,1,1
Germany,64516.12903,7,1,1,5000,Not remote,9,1,0,1,1,0,0,0,0,0,1,0,1,1
Germany,45161.29032,5,1,1,10000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
Germany,64516.12903,3,0,1,1,Not remote,8,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,33750,1,0,1,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,33125,1,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,9,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,7,0,1,1000,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,0,1
India,1761.855821,0,0,1,10,Remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,27500,3,1,0,10000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,0
United Kingdom,50000,3,0,1,1,Not remote,8,1,1,0,0,1,1,0,0,0,0,1,1,1
Germany,53763.44086,7,0,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,0
United Kingdom,40000,3,0,1,100,Not remote,7,0,0,0,1,1,0,0,0,0,0,0,0,1
United Kingdom,43750,3,0,0,10000,Not remote,9,0,1,1,0,0,1,0,0,0,0,0,0,1
Germany,38709.67742,20,1,1,1,Not remote,7,0,0,1,0,0,0,0,0,0,0,1,1,1
United States,75000,4,0,1,20,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,40000,9,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,10571.13493,4,0,1,20,Not remote,0,0,1,0,0,0,0,0,0,0,0,0,1,1
United States,80000,14,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,75000,20,0,0,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,142000,20,1,1,10000,Remote,8,0,0,0,0,1,0,0,0,0,0,0,1,0
United Kingdom,37500,4,0,0,20,Not remote,5,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,58750,2,0,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,116000,20,0,0,10000,Not remote,5,1,0,1,0,0,1,0,0,0,0,0,0,1
Germany,69892.47312,7,1,0,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
India,25693.73073,11,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,3,0,1,10000,Not remote,6,1,1,1,1,0,0,0,0,0,0,0,0,1
United Kingdom,31250,2,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,45000,3,1,0,1,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,66666.66667,7,0,1,1,Not remote,7,0,0,1,0,0,1,0,1,0,0,0,0,1
Canada,20681.81818,1,0,1,10,Not remote,8,0,1,0,0,0,0,0,0,0,0,0,1,1
United Kingdom,28750,1,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,127000,20,1,1,20,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,59139.78495,7,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Canada,41666.66667,5,0,1,1,Not remote,8,0,1,1,0,0,1,0,0,0,1,0,1,1
United States,36000,1,0,1,1,Remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,30000,2,1,1,1,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,6,1,1,10,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,62500,3,0,1,100,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,5285.567464,2,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,101000,1,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,53030.30303,1,1,1,20,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Germany,55913.97849,3,0,1,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,78279.56989,10,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,2,1,1,500,Not remote,7,1,1,1,0,0,0,0,0,1,1,0,0,1
United States,97000,9,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,83870.96774,6,0,0,20,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,0
India,14682.13185,6,1,1,100,Not remote,8,0,0,0,0,0,0,1,0,0,0,0,0,1
United States,168000,16,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,53030.30303,7,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,70075.75758,7,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,1,1
Germany,48387.09677,2,0,1,100,Not remote,8,0,0,1,1,0,0,0,0,0,0,0,0,0
Germany,29677.41935,3,1,1,20,Not remote,7,0,0,0,0,1,0,0,0,0,1,0,0,1
United Kingdom,45000,12,1,1,10,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,58064.51613,8,1,1,100,Not remote,6,0,0,0,1,1,0,0,0,0,1,0,0,1
United Kingdom,61250,20,0,1,100,Remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,120000,5,1,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,130000,8,0,1,5000,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,1
India,27896.05051,6,1,1,10000,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,0
United Kingdom,64375,6,0,0,1000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,136500,2,0,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,82000,9,0,0,10000,Not remote,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,81720.43011,20,1,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,51250,20,1,1,1000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,0
Germany,64516.12903,3,1,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,38750,2,0,1,20,Remote,9,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,71000,3,0,1,500,Not remote,9,0,1,0,0,1,0,0,0,0,0,1,1,1
Canada,53030.30303,6,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,6,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,51875,2,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,120000,6,0,0,10000,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United States,117000,2,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,160000,8,0,1,1000,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000,2,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,90000,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,18,0,1,500,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,6,1,1,500,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95000,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,26250,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,100568,11,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,105000,3,0,1,100,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
United States,120000,20,0,1,10000,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,55000,2,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,10,1,1,10000,Not remote,9,1,0,0,0,0,0,0,0,1,0,0,0,0
India,35237.11643,15,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,89000,20,0,0,10000,Remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,105000,5,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,51893.93939,9,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,122088,20,0,0,20,Remote,9,0,0,0,0,0,1,0,0,0,0,0,0,0
India,35237.11643,15,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,118000,9,0,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,4052.268389,2,1,0,20,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
United States,112000,5,0,1,500,Not remote,9,0,0,0,0,0,0,1,0,0,0,0,0,1
Canada,49242.42424,1,0,1,10,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
United States,57000,2,0,0,100,Remote,10,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,93000,11,1,1,100,Remote,8,0,1,0,0,0,0,0,0,0,0,0,0,1
United States,120000,3,0,1,100,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,12479.81207,5,1,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,19086.7714,5,1,0,1000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,40860.21505,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
India,10277.49229,4,0,1,500,Not remote,10,0,0,0,1,0,0,0,0,0,0,0,0,1
Germany,45161.29032,3,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,53763.44086,2,0,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
India,6606.95933,2,0,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,156250,7,1,0,10000,Not remote,8,1,0,0,1,0,0,0,0,1,0,0,0,0
United Kingdom,41250,4,0,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,71875,15,0,1,10000,Not remote,9,1,1,0,0,0,0,0,0,0,0,0,0,1
Canada,150000,4,0,1,100,Not remote,9,0,0,0,1,0,0,1,0,1,1,0,0,1
Germany,20645.16129,4,1,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,52500,12,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,4,0,1,500,Not remote,7,0,0,1,0,1,0,0,0,0,0,0,0,0
United Kingdom,62500,1,0,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
India,14682.13185,1,0,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,1,0,0
Germany,107526.8817,14,1,0,10,Not remote,9,0,1,0,0,1,0,0,0,0,1,0,1,1
United States,108500,8,0,1,10000,Not remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
India,4404.639554,1,1,1,20,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,41666.66667,9,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,42500,4,1,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,32196.9697,2,1,1,500,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,72043.01075,9,1,0,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,60606.06061,3,1,1,10,Not remote,9,0,1,0,0,0,0,0,0,0,1,0,1,1
United States,86400,11,0,0,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,45000,8,1,1,1000,Not remote,8,1,0,0,0,0,0,0,0,1,0,0,0,1
United Kingdom,103125,15,0,1,100,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
Germany,51612.90323,2,1,1,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,60000,5,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,1,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,6,1,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,150000,5,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,43010.75269,20,0,0,100,Not remote,9,1,0,0,0,0,0,0,0,0,0,0,0,1
United States,46000,2,1,1,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,195000,12,0,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,49242.42424,6,0,1,5000,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,0
Germany,45161.29032,10,0,1,20,Not remote,5,0,0,1,0,0,1,0,0,0,1,0,1,1
Germany,75268.8172,20,1,1,100,Remote,10,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,97000,10,0,1,10000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,50000,2,0,1,100,Not remote,8,0,0,0,0,1,0,0,0,0,0,0,1,1
United Kingdom,43750,5,1,1,10,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,95500,5,0,0,10000,Remote,9,0,0,0,0,1,0,0,0,0,0,0,0,1
United Kingdom,54375,2,0,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,75000,9,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,112750,5,1,1,1000,Not remote,7,0,0,0,0,1,0,0,0,0,0,0,0,1
Germany,83870.96774,20,1,1,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,42000,1,0,0,10000,Not remote,10,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,28750,1,0,1,20,Not remote,10,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,4,0,0,20,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,10,0,1,100,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,102000,1,0,1,10000,Remote,10,1,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,30000,1,0,1,100,Not remote,7,0,0,0,0,0,1,0,0,0,0,0,0,0
United States,130000,20,1,1,20,Not remote,8,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,43750,5,1,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,4,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,48125,6,0,1,20,Not remote,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Canada,83333.33333,10,1,1,10,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
Canada,78030.30303,5,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,53030.30303,5,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,155000,11,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,127000,3,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,110000,14,1,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,1,1
United States,125000,20,1,0,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,109000,2,1,1,10000,Not remote,9,0,0,0,1,0,0,0,0,0,0,0,0,1
United States,160000,20,0,1,1000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,40000,3,1,1,10,Not remote,10,0,1,0,0,0,0,1,0,0,1,1,1,1
United Kingdom,48750,20,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,135000,20,0,1,1000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,1,1
United States,83000,1,0,0,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,1.00E+05,2,0,1,10000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,62121.21212,16,0,0,1000,Not remote,7,0,1,1,0,0,0,1,0,0,0,0,0,1
Canada,45454.54545,3,1,1,5000,Not remote,7,0,0,0,0,0,0,0,0,0,0,1,0,1
United States,154000,12,1,1,10000,Not remote,9,0,0,0,1,1,0,0,0,0,0,0,0,1
Germany,32258.06452,5,0,1,10,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,1
Canada,54545.45455,3,0,0,1,Not remote,8,0,1,1,0,0,0,0,0,0,0,1,0,0
United States,110000,20,1,0,1000,Not remote,5,0,1,0,0,1,0,0,0,0,0,0,1,1
United States,85000,2,1,0,1000,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,85000,3,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,6,0,1,5000,Not remote,8,0,0,0,0,1,0,0,0,0,1,0,0,1
Canada,50757.57576,2,0,1,100,Not remote,9,0,0,1,0,0,1,0,0,0,0,0,0,0
India,12479.81207,3,1,1,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,4,0,1,10,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,48387.09677,3,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
India,8062.108092,3,1,1,20,Not remote,7,1,1,1,1,0,0,0,0,0,0,0,0,1
India,5872.852738,2,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,0
United Kingdom,43750,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,115000,4,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,64516.12903,8,0,1,500,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,1
United Kingdom,28750,3,0,1,10,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,51612.90323,4,1,1,20,Not remote,6,0,0,0,1,0,0,0,0,0,0,0,0,1
United Kingdom,40625,2,0,1,500,Remote,6,1,1,1,0,0,0,0,0,0,0,1,0,1
Germany,4731.182796,6,0,0,20,Not remote,6,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,55000,1,0,0,20,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.70548,1,0,0,20,Not remote,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Canada,45454.54545,3,0,1,10,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,0,0
India,19380.41404,3,0,0,10000,Not remote,7,0,0,0,0,0,1,0,1,0,1,0,0,0
India,11745.70548,3,1,1,100,Not remote,4,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.70548,0,0,1,500,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,8,1,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,1,0,0,0
India,23491.41095,6,0,0,5000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,12039.34811,4,0,0,10000,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
India,2716.194391,4,1,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,13948.02525,2,0,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,46451.6129,5,1,1,10000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,51612.90323,5,0,0,1,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
India,22023.19777,5,1,1,1000,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,11,0,0,100,Not remote,8,0,0,1,0,0,0,0,0,0,1,0,0,1
Germany,59139.78495,6,0,1,100,Not remote,5,0,0,0,0,0,0,0,0,0,1,0,0,0
India,5285.567464,3,1,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,68750,9,0,1,1000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,108000,20,1,0,10,Remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
Germany,40322.58065,2,0,1,20,Not remote,10,0,0,1,0,0,0,0,0,0,0,0,0,1
India,13213.91866,7,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,56625,5,0,1,500,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
United Kingdom,30000,3,0,1,1,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
India,11745.70548,3,1,1,10000,Not remote,8,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,12903.22581,2,1,1,1,Remote,5,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,86021.50538,16,1,1,20,Not remote,5,0,0,1,0,0,0,0,0,0,1,0,1,0
United Kingdom,16250,2,0,0,1,Not remote,7,0,1,1,0,0,0,0,0,0,0,0,1,1
United Kingdom,62500,6,0,1,20,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,54838.70968,7,1,1,20,Not remote,5,0,1,1,0,1,0,0,0,0,0,0,0,1
Canada,56060.60606,4,0,0,100,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,41250,5,0,1,1,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,46140,9,0,1,1000,Not remote,8,0,0,1,1,0,0,0,0,0,1,0,0,1
Germany,43010.75269,4,0,1,500,Not remote,8,0,0,1,0,0,0,1,0,0,1,0,0,1
United Kingdom,43750,4,1,1,10000,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,0
India,7063,5,1,1,500,Remote,7,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,62243.75,8,0,0,10,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,77419.35484,19,0,1,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,37634.4086,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
India,22023.19777,12,0,0,5000,Not remote,7,0,0,1,0,0,0,0,0,0,0,0,0,0
Germany,45161.29032,1,0,0,10,Not remote,0,0,1,1,0,1,0,0,0,0,0,0,1,0
Germany,46666.66667,9,0,1,10,Not remote,6,0,0,1,0,0,1,0,0,0,1,0,0,0
Canada,68181.81818,7,0,0,10,Remote,10,0,1,0,0,1,0,0,0,0,0,0,0,1
United States,64000,4,1,1,10000,Not remote,3,0,1,0,0,1,0,0,0,0,1,0,1,1
India,27896.05051,1,0,1,10000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,3279.569892,6,0,1,100,Not remote,6,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,52500,1,0,0,10000,Not remote,7,1,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,47500,1,0,1,500,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,62000,2,0,1,100,Not remote,3,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,80962.5,12,0,0,1000,Not remote,7,0,0,1,1,0,0,0,0,0,0,0,0,0
United States,145000,18,0,0,5000,Not remote,10,0,1,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,35000,2,0,0,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,37500,3,0,0,1000,Not remote,6,0,1,0,0,0,0,0,0,0,1,0,0,1
United States,97000,9,0,0,1,Not remote,7,0,0,1,1,0,0,0,0,0,1,0,0,0
United States,58000,1,0,1,10000,Not remote,10,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,80000,1,0,1,500,Not remote,10,0,0,0,1,0,0,0,0,0,1,0,0,1
United States,75000,11,0,1,20,Remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United States,80000,4,1,1,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,40000,1,0,1,100,Not remote,10,0,0,1,0,0,0,0,0,0,1,0,1,1
Canada,37878.78788,9,0,0,1,Not remote,10,0,1,0,0,0,0,0,1,0,1,0,0,1
Germany,53763.44086,2,0,0,20,Not remote,6,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,80500,11,0,1,1000,Not remote,6,0,1,1,0,0,0,0,0,0,0,0,0,0
United States,65000,1,0,0,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,0
United States,62000,4,1,1,100,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,60000,2,0,0,10000,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
Germany,3225.806452,1,1,0,10,Not remote,8,0,0,0,0,0,1,0,0,0,0,0,0,1
United Kingdom,53750,16,0,0,500,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,1,0
United Kingdom,61875,3,0,1,500,Not remote,6,0,0,0,0,0,1,0,0,0,0,0,0,0
United Kingdom,26250,2,0,1,10,Not remote,7,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,65000,11,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United Kingdom,75000,5,0,1,20,Not remote,8,0,1,0,0,0,0,0,1,0,1,1,1,1
United States,160000,9,0,1,10000,Remote,7,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,95000,4,0,0,1,Not remote,7,1,1,0,1,1,0,0,0,1,0,0,1,1
United Kingdom,56250,10,1,0,1000,Remote,8,0,0,0,0,0,0,0,0,0,0,0,0,0
United States,46000,1,0,1,100,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,43750,3,0,1,100,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,37500,3,0,1,1,Not remote,7,0,0,0,0,0,0,0,0,0,1,0,0,1
United Kingdom,26250,1,0,1,10,Not remote,8,1,0,1,0,0,0,0,1,0,0,0,0,0
United Kingdom,46250,8,0,1,100,Not remote,4,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,54687.5,16,1,1,100,Not remote,8,0,1,0,0,0,0,1,0,0,1,0,1,1
Germany,46236.55914,3,0,1,100,Not remote,9,0,0,0,0,0,0,0,0,0,1,0,0,1
United States,98000,6,0,0,20,Not remote,9,0,0,0,0,0,0,0,0,0,0,0,0,1
United States,70000,2,1,1,10000,Not remote,8,0,0,1,0,0,0,0,0,0,0,0,0,1
United Kingdom,49375,2,0,0,500,Not remote,8,1,1,0,0,0,0,0,0,0,0,0,0,0
Canada,29545.45455,3,1,1,20,Not remote,8,0,0,0,0,0,0,0,0,0,0,0,0,1
