childid,catholic,race,number_places_lived,mom_age,dad_age,dad_education,mom_education,mom_score,dad_score,income,poverty,food_stamps,score_standardized
0769024C,0,"WHITE, NON-HISPANIC",1,38,48,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,35.78,52.54,87500.5,0,0,0.118676302
0770013C,0,"WHITE, NON-HISPANIC",1,25,31,"MASTER'S DEGREE (MA, MS)",SOME COLLEGE,38.18,63.43,37500.5,0,0,-0.157726585
0770014C,0,"WHITE, NON-HISPANIC",1,35,40,SOME COLLEGE,BACHELOR'S DEGREE,34.95,35.78,87500.5,0,0,0.791514019
0770015C,0,"WHITE, NON-HISPANIC",2,45,48,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",63.43,53.5,87500.5,0,0,1.752078392
0770018C,0,"WHITE, NON-HISPANIC",1,35,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,87500.5,0,0,-0.156800095
0770023C,0,"WHITE, NON-HISPANIC",3,27,38,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,34.95,45000.5,0,0,0.215545992
0771001C,0,"WHITE, NON-HISPANIC",1,41,43,8TH GRADE OR BELOW,SOME COLLEGE,38.18,35.78,87500.5,0,0,0.734174575
0771002C,0,AMERICAN INDIAN OR ALASKA NATIVE,2,30,33,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,29.6,27500.5,0,0,-1.439577144
0771003C,0,"WHITE, NON-HISPANIC",1,40,52,SOME COLLEGE,SOME COLLEGE,53.5,33.42,62500.5,0,0,0.087587411
0771004C,0,"WHITE, NON-HISPANIC",1,43,50,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,38.18,59,62500.5,0,0,-0.072901267
0771005C,0,"WHITE, NON-HISPANIC",1,38,39,SOME COLLEGE,DOCTORATE OR PROFESSIONAL DEGREE,63.43,53.5,87500.5,0,0,0.552067794
0771006C,0,"WHITE, NON-HISPANIC",2,35,36,SOME COLLEGE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,33.42,45000.5,0,0,1.371393894
0771007C,0,"WHITE, NON-HISPANIC",1,33,36,BACHELOR'S DEGREE,SOME COLLEGE,38.18,35.78,150000.5,0,0,0.764645806
0771010C,0,"WHITE, NON-HISPANIC",1,32,32,SOME COLLEGE,VOC/TECH PROGRAM,61.56,39.18,87500.5,0,0,0.172618616
0771011C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,37,37,SOME COLLEGE,SOME COLLEGE,38.18,35.78,45000.5,0,0,1.658091116
0771012C,0,"WHITE, NON-HISPANIC",1,39,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,63.43,63.43,62500.5,0,0,0.439344829
0771014C,0,"WHITE, NON-HISPANIC",1,42,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,53.5,53.5,87500.5,0,0,0.201751583
0771015C,0,"WHITE, NON-HISPANIC",1,41,40,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,53.5,150000.5,0,0,-0.178315254
0771017C,0,"WHITE, NON-HISPANIC",1,33,40,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,53.5,200001,0,0,-0.413026086
0771020C,1,"WHITE, NON-HISPANIC",1,35,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,"MASTER'S DEGREE (MA, MS)",63.43,35.78,150000.5,0,0,0.379225914
0771021C,0,ASIAN,1,37,35,BACHELOR'S DEGREE,BACHELOR'S DEGREE,35.78,64.89,62500.5,0,0,1.273906544
0776001C,0,"WHITE, NON-HISPANIC",1,43,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,53.5,150000.5,0,0,-0.056327388
0776003C,0,"WHITE, NON-HISPANIC",1,44,43,DOCTORATE OR PROFESSIONAL DEGREE,"MASTER'S DEGREE (MA, MS)",53.5,72.1,150000.5,0,0,1.325584104
0776004C,0,"WHITE, NON-HISPANIC",1,36,38,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.18,62500.5,0,0,-0.699311534
0776005C,0,"WHITE, NON-HISPANIC",1,42,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.2,62500.5,0,0,1.337628476
0776007C,0,"WHITE, NON-HISPANIC",1,37,43,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.78,150000.5,0,0,-0.043253583
0776012C,0,"WHITE, NON-HISPANIC",1,33,37,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,63.43,35.92,62500.5,0,0,-0.085769185
0776013C,0,"WHITE, NON-HISPANIC",1,33,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,87500.5,0,0,0.006776884
0776021C,0,"WHITE, NON-HISPANIC",1,37,36,BACHELOR'S DEGREE,BACHELOR'S DEGREE,61.56,61.56,87500.5,0,0,-1.008965123
0776023C,0,"WHITE, NON-HISPANIC",1,31,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,53.5,27500.5,0,1,0.221310819
0776024C,0,"WHITE, NON-HISPANIC",2,39,44,BACHELOR'S DEGREE,SOME COLLEGE,34.95,48.69,62500.5,0,0,1.538676833
0777001C,0,"MORE THAN ONE RACE, NON HISPANIC",1,44,47,SOME COLLEGE,"MASTER'S DEGREE (MA, MS)",63.43,53.5,45000.5,0,0,1.566986253
0777002C,0,"WHITE, NON-HISPANIC",1,38,40,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,62500.5,0,0,1.210699329
0777005C,0,"WHITE, NON-HISPANIC",1,35,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,33.42,45000.5,0,0,1.012327499
0777006C,0,"WHITE, NON-HISPANIC",1,29,28,SOME COLLEGE,SOME COLLEGE,61.56,39.2,32500.5,0,0,-0.691384897
0777008C,0,"WHITE, NON-HISPANIC",1,42,42,"MASTER'S DEGREE (MA, MS)",DOCTORATE OR PROFESSIONAL DEGREE,53.5,59,62500.5,0,0,1.127829934
0777012C,0,"WHITE, NON-HISPANIC",1,45,54,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,63.43,35.78,37500.5,0,0,1.055872535
0777015C,0,"WHITE, NON-HISPANIC",1,42,44,SOME COLLEGE,BACHELOR'S DEGREE,63.43,63.43,45000.5,0,0,1.868507317
0777019C,0,"WHITE, NON-HISPANIC",1,38,37,VOC/TECH PROGRAM,VOC/TECH PROGRAM,53.5,53.5,87500.5,0,0,1.513558656
0777023C,0,"WHITE, NON-HISPANIC",1,45,45,VOC/TECH PROGRAM,BACHELOR'S DEGREE,61.56,35.78,37500.5,0,0,-0.150623494
0779004C,0,"WHITE, NON-HISPANIC",1,37,41,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,34.95,12500.5,1,1,-0.611500859
0779009C,0,"WHITE, NON-HISPANIC",1,35,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,33.42,45000.5,0,0,-0.713105943
0779010C,0,"WHITE, NON-HISPANIC",1,36,39,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.18,45000.5,0,0,1.004092031
0779013C,0,"WHITE, NON-HISPANIC",1,43,38,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.2,62500.5,0,0,1.040019259
0779015C,0,"WHITE, NON-HISPANIC",1,27,30,9TH - 12TH GRADE,BACHELOR'S DEGREE,38.18,39.18,62500.5,0,0,-0.837461506
0779016C,0,"WHITE, NON-HISPANIC",1,33,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,53.5,38.18,37500.5,0,0,1.22212604
0779019C,0,"WHITE, NON-HISPANIC",1,35,45,VOC/TECH PROGRAM,VOC/TECH PROGRAM,34.95,64.89,87500.5,0,0,0.242208319
0779020C,0,"WHITE, NON-HISPANIC",1,34,44,SOME COLLEGE,SOME COLLEGE,38.18,53.5,87500.5,0,0,1.112594319
0779022C,0,"WHITE, NON-HISPANIC",2,35,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,57.83,39.2,62500.5,0,0,-0.805446125
0779023C,0,"WHITE, NON-HISPANIC",1,34,35,VOC/TECH PROGRAM,VOC/TECH PROGRAM,34.95,39.2,32500.5,0,0,0.127323543
0783002C,0,"WHITE, NON-HISPANIC",1,46,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.18,37500.5,0,0,0.402388167
0783003C,0,"WHITE, NON-HISPANIC",1,38,37,VOC/TECH PROGRAM,SOME COLLEGE,57.83,57.83,45000.5,0,0,-0.515660603
0783004C,0,"WHITE, NON-HISPANIC",1,34,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,34.95,35.92,22500.5,0,0,-1.137850193
0783011C,0,"WHITE, NON-HISPANIC",1,41,48,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,35.78,45000.5,0,0,1.54104453
0783012C,0,"WHITE, NON-HISPANIC",1,32,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,BACHELOR'S DEGREE,59,39.18,37500.5,0,0,0.431624078
0783013C,0,"WHITE, NON-HISPANIC",1,37,37,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,53.5,62500.5,0,0,-0.61644214
0783014C,0,"WHITE, NON-HISPANIC",1,38,37,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,38.18,62500.5,0,0,0.687541239
0783019C,0,"WHITE, NON-HISPANIC",1,30,33,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,62500.5,0,0,0.032821551
0783022C,0,"WHITE, NON-HISPANIC",1,42,46,SOME COLLEGE,SOME COLLEGE,38.18,59,62500.5,0,0,0.307886174
0785001C,0,"MORE THAN ONE RACE, NON HISPANIC",2,31,25,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,34.95,17500.5,1,1,0.655525858
0785002C,0,"WHITE, NON-HISPANIC",1,48,47,SOME COLLEGE,BACHELOR'S DEGREE,38.18,48.69,45000.5,0,0,0.30191546
0785003C,0,"WHITE, NON-HISPANIC",1,42,46,BACHELOR'S DEGREE,BACHELOR'S DEGREE,52.54,62.87,87500.5,0,0,-0.133226068
0785006C,0,"WHITE, NON-HISPANIC",1,42,43,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,61.56,72.1,150000.5,0,0,1.461160493
0785007C,0,"WHITE, NON-HISPANIC",1,49,55,DOCTORATE OR PROFESSIONAL DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,72.1,72.1,150000.5,0,0,1.049490047
0785008C,0,"WHITE, NON-HISPANIC",1,42,45,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,45000.5,0,0,-0.211154182
0785010C,0,"WHITE, NON-HISPANIC",1,39,39,BACHELOR'S DEGREE,"MASTER'S DEGREE (MA, MS)",59,35.78,87500.5,0,0,1.392600223
0785011C,0,"WHITE, NON-HISPANIC",2,35,50,BACHELOR'S DEGREE,SOME COLLEGE,38.18,53.5,150000.5,0,0,-0.161741376
0785013C,0,"WHITE, NON-HISPANIC",1,36,38,BACHELOR'S DEGREE,BACHELOR'S DEGREE,53.5,35.78,150000.5,0,0,1.113623753
0788002C,0,"WHITE, NON-HISPANIC",1,34,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.2,37500.5,0,0,-0.311729832
0788003C,0,"WHITE, NON-HISPANIC",1,39,37,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,87500.5,0,0,0.327857184
0788010C,0,"WHITE, NON-HISPANIC",1,38,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,39.18,87500.5,0,0,1.177036854
0788013C,0,"WHITE, NON-HISPANIC",1,39,44,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,87500.5,0,0,-0.547881871
0788018C,0,"WHITE, NON-HISPANIC",1,35,38,"MASTER'S DEGREE (MA, MS)",VOC/TECH PROGRAM,53.5,53.5,150000.5,0,0,0.324460053
0788022C,0,"WHITE, NON-HISPANIC",1,34,45,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,34.95,62500.5,0,0,0.470021946
0789004C,0,"WHITE, NON-HISPANIC",1,38,39,SOME COLLEGE,SOME COLLEGE,38.18,39.18,45000.5,0,0,-1.296588835
0789008C,0,"WHITE, NON-HISPANIC",2,33,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.18,22500.5,0,0,-0.779195572
0789010C,0,"WHITE, NON-HISPANIC",3,58,55,8TH GRADE OR BELOW,8TH GRADE OR BELOW,33.42,38.18,7500.5,1,0,0.386226061
0789012C,0,"WHITE, NON-HISPANIC",1,30,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,53.5,45000.5,0,0,-0.891300877
0789013C,0,"WHITE, NON-HISPANIC",1,29,30,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,17500.5,1,0,0.55103836
0789014C,0,"WHITE, NON-HISPANIC",1,35,37,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",63.43,63.43,62500.5,0,0,0.632569491
0789015C,0,"WHITE, NON-HISPANIC",1,38,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,33.42,22500.5,0,0,-0.742444797
0789017C,0,"WHITE, NON-HISPANIC",1,41,39,SOME COLLEGE,SOME COLLEGE,61.56,48.69,62500.5,0,0,0.357916641
0789018C,0,"WHITE, NON-HISPANIC",1,30,36,9TH - 12TH GRADE,9TH - 12TH GRADE,34.95,39.2,27500.5,0,0,-1.367619744
0789021C,0,"WHITE, NON-HISPANIC",1,40,41,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,35.92,27500.5,0,0,-0.154741228
0789022C,0,"WHITE, NON-HISPANIC",2,32,52,8TH GRADE OR BELOW,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.63,37500.5,0,0,0.326313033
0790002C,0,AMERICAN INDIAN OR ALASKA NATIVE,1,41,45,DOCTORATE OR PROFESSIONAL DEGREE,BACHELOR'S DEGREE,48.69,35.78,150000.5,0,0,1.304377775
0790014C,0,"WHITE, NON-HISPANIC",1,45,47,DOCTORATE OR PROFESSIONAL DEGREE,DOCTORATE OR PROFESSIONAL DEGREE,77.5,77.5,200001,0,0,1.168801387
0790015C,0,"WHITE, NON-HISPANIC",2,41,39,SOME COLLEGE,DOCTORATE OR PROFESSIONAL DEGREE,48.69,35.78,87500.5,0,0,0.842162146
0790018C,0,"WHITE, NON-HISPANIC",1,32,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,48.69,37500.5,0,0,-1.194983751
0790021C,0,"MORE THAN ONE RACE, NON HISPANIC",1,48,47,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,35.78,87500.5,0,0,1.002444938
0790024C,0,"WHITE, NON-HISPANIC",1,45,47,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,SOME COLLEGE,63.43,57.83,62500.5,0,0,2.102188715
0792001C,0,"WHITE, NON-HISPANIC",2,32,44,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.63,22500.5,1,0,0.189089552
0792005C,0,"WHITE, NON-HISPANIC",1,28,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,35.63,27500.5,0,0,-0.602441845
0792006C,0,"WHITE, NON-HISPANIC",1,32,43,VOC/TECH PROGRAM,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.92,35.92,45000.5,0,0,0.495757783
0792008C,0,"WHITE, NON-HISPANIC",1,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,39.2,27500.5,0,0,-1.021421268
0792010C,0,"WHITE, NON-HISPANIC",3,24,34,SOME COLLEGE,SOME COLLEGE,33.42,33.42,17500.5,1,0,-0.299273687
0792014C,0,"WHITE, NON-HISPANIC",2,29,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,39.2,32500.5,0,0,-0.068165873
0792015C,0,"WHITE, NON-HISPANIC",1,41,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,33.42,35.78,62500.5,0,0,0.576980084
0792018C,0,"WHITE, NON-HISPANIC",1,55,41,9TH - 12TH GRADE,8TH GRADE OR BELOW,34.95,39.2,27500.5,0,0,-1.306265509
0792025C,0,"WHITE, NON-HISPANIC",1,36,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,39.2,27500.5,0,0,-1.30904498
0797002C,0,"WHITE, NON-HISPANIC",2,25,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,61.56,38.18,62500.5,0,0,0.94870851
0797011C,0,"WHITE, NON-HISPANIC",1,34,42,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.18,22500.5,0,0,0.930487538
0797014C,0,"WHITE, NON-HISPANIC",1,33,42,HIGH SCHOOL DIPLOMA/EQUIVALENT,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,34.95,33.42,45000.5,0,0,1.49060229
0797020C,0,"HISPANIC, RACE SPECIFIED",1,51,55,8TH GRADE OR BELOW,VOC/TECH PROGRAM,33.42,52.54,27500.5,0,0,-1.621066265
0797022C,0,"WHITE, NON-HISPANIC",1,38,39,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,33.42,62500.5,0,0,-1.675420352
0799005C,0,"WHITE, NON-HISPANIC",1,27,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,29.6,39.2,32500.5,0,0,-0.274979057
0799008C,0,"WHITE, NON-HISPANIC",1,30,28,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,29.6,22500.5,0,0,0.214207728
0799015C,0,"WHITE, NON-HISPANIC",1,31,40,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,BACHELOR'S DEGREE,53.5,35.78,87500.5,0,0,0.510581625
0799016C,0,"WHITE, NON-HISPANIC",1,26,29,8TH GRADE OR BELOW,8TH GRADE OR BELOW,35.78,35.92,62500.5,0,0,0.741071779
0800002C,0,"WHITE, NON-HISPANIC",1,44,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,33.42,62500.5,0,0,0.14873576
0800015C,0,"WHITE, NON-HISPANIC",1,34,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,61.56,39.2,62500.5,0,0,0.712041755
0800016C,0,"WHITE, NON-HISPANIC",1,28,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,48.69,35.92,45000.5,0,0,1.155315808
0800017C,0,"HISPANIC, RACE SPECIFIED",1,37,40,SOME COLLEGE,SOME COLLEGE,38.18,33.42,62500.5,0,0,0.344842836
0800023C,0,"WHITE, NON-HISPANIC",1,37,41,SOME COLLEGE,SOME COLLEGE,63.43,29.6,12500.5,1,0,0.70112976
0800024C,0,"WHITE, NON-HISPANIC",1,33,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,38.18,35.92,32500.5,0,0,-1.034083299
0803001C,0,"WHITE, NON-HISPANIC",1,32,37,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,37.67,35.92,62500.5,0,0,-0.272405474
0803002C,0,"WHITE, NON-HISPANIC",2,29,24,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.18,17500.5,1,1,-0.532234482
0803004C,0,"WHITE, NON-HISPANIC",1,30,32,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,33.42,27500.5,0,0,0.415667859
0803008C,0,"WHITE, NON-HISPANIC",1,29,30,HIGH SCHOOL DIPLOMA/EQUIVALENT,9TH - 12TH GRADE,38.18,33.42,37500.5,0,0,-0.076710171
0803012C,0,"WHITE, NON-HISPANIC",1,33,43,9TH - 12TH GRADE,9TH - 12TH GRADE,35.92,35.92,45000.5,0,0,-0.770857161
0803015C,0,"WHITE, NON-HISPANIC",1,34,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.18,27500.5,0,0,-0.450806294
0803016C,0,"WHITE, NON-HISPANIC",1,29,31,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,53.5,27500.5,0,0,-0.673781584
0803022C,0,"WHITE, NON-HISPANIC",1,25,26,9TH - 12TH GRADE,9TH - 12TH GRADE,33.42,33.42,27500.5,0,0,0.99420947
0804001C,0,"HISPANIC, RACE SPECIFIED",1,29,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,38.18,37500.5,0,0,0.905781135
0804002C,0,"WHITE, NON-HISPANIC",1,31,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,38.18,62500.5,0,0,-0.449365088
0804007C,0,"WHITE, NON-HISPANIC",1,48,53,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,61.56,33.42,32500.5,0,0,0.434197661
0804012C,0,"WHITE, NON-HISPANIC",1,30,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,33.42,27500.5,0,0,0.231811041
0804013C,0,"WHITE, NON-HISPANIC",1,33,37,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,33.42,87500.5,0,0,0.188677778
0804014C,0,"WHITE, NON-HISPANIC",1,38,40,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,35.63,32500.5,0,0,0.594377509
0804019C,0,"WHITE, NON-HISPANIC",1,35,29,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,39.2,22500.5,0,0,0.921222637
0804020C,0,"WHITE, NON-HISPANIC",1,30,36,SOME COLLEGE,SOME COLLEGE,35.78,48.69,37500.5,0,0,0.975164951
0804022C,0,"WHITE, NON-HISPANIC",1,32,32,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,37.67,62500.5,0,0,0.84689754
0804024C,0,"WHITE, NON-HISPANIC",1,35,35,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,39.2,27500.5,0,0,0.308709721
0805001C,0,"WHITE, NON-HISPANIC",2,30,31,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,34.95,29.6,22500.5,0,0,-0.93659595
0805002C,0,"WHITE, NON-HISPANIC",1,25,25,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,33.42,22500.5,1,0,-3.041890343
0805003C,0,"WHITE, NON-HISPANIC",1,32,34,9TH - 12TH GRADE,9TH - 12TH GRADE,34.95,33.42,27500.5,0,0,-0.923522145
0805004C,0,AMERICAN INDIAN OR ALASKA NATIVE,1,42,32,9TH - 12TH GRADE,SOME COLLEGE,34.95,39.18,12500.5,1,1,-1.2383229
0805006C,0,"WHITE, NON-HISPANIC",1,38,34,BACHELOR'S DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,63.43,34.95,45000.5,0,0,0.222854969
0805017C,0,"WHITE, NON-HISPANIC",1,32,33,BACHELOR'S DEGREE,GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE,63.43,63.43,62500.5,0,0,1.034872092
0805018C,0,"WHITE, NON-HISPANIC",1,30,29,HIGH SCHOOL DIPLOMA/EQUIVALENT,VOC/TECH PROGRAM,61.56,33.42,37500.5,0,0,0.340930989
0805019C,0,"WHITE, NON-HISPANIC",1,28,25,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,33.42,29.6,45000.5,0,0,-1.118496844
0805020C,0,"WHITE, NON-HISPANIC",1,35,36,SOME COLLEGE,HIGH SCHOOL DIPLOMA/EQUIVALENT,38.18,33.42,45000.5,0,0,0.702776854
0808001C,0,ASIAN,1,43,45,BACHELOR'S DEGREE,BACHELOR'S DEGREE,38.18,38.18,62500.5,0,0,0.233149304
0808003C,0,"WHITE, NON-HISPANIC",1,36,36,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,38.18,33.42,62500.5,0,0,-0.39006972
0808004C,0,"WHITE, NON-HISPANIC",1,39,39,BACHELOR'S DEGREE,SOME COLLEGE,53.5,62.87,150000.5,0,0,0.577597744
0808006C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,40,43,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,53.5,45000.5,0,0,-1.021009494
0808007C,0,"WHITE, NON-HISPANIC",1,28,28,9TH - 12TH GRADE,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,39.2,37500.5,0,0,0.749616077
0808010C,0,"MORE THAN ONE RACE, NON HISPANIC",5,46,44,BACHELOR'S DEGREE,SOME COLLEGE,34.95,48.69,87500.5,0,0,1.678679785
0808015C,0,"WHITE, NON-HISPANIC",1,27,35,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,53.5,35.92,87500.5,0,0,0.380873007
0808017C,0,"WHITE, NON-HISPANIC",1,38,39,BACHELOR'S DEGREE,BACHELOR'S DEGREE,35.78,34.95,87500.5,0,0,1.581604209
0808018C,0,"WHITE, NON-HISPANIC",1,61,62,DOCTORATE OR PROFESSIONAL DEGREE,HIGH SCHOOL DIPLOMA/EQUIVALENT,34.95,53.5,62500.5,0,0,0.435227095
0808021C,0,"WHITE, NON-HISPANIC",1,29,33,HIGH SCHOOL DIPLOMA/EQUIVALENT,SOME COLLEGE,57.83,39.2,62500.5,0,0,1.04403405
0808022C,0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",1,43,47,HIGH SCHOOL DIPLOMA/EQUIVALENT,HIGH SCHOOL DIPLOMA/EQUIVALENT,35.78,35.78,62500.5,0,0,0.767013503
